"streetAddress","zipcode","description","latitude","longitude","propertyTaxRate","garageSpaces","hasAssociation","hasGarage","hasSpa","hasView","homeType","yearBuilt","latestPrice","latest_saledate","latest_salemonth","latest_saleyear","numOfPhotos","numOfAccessibilityFeatures","numOfAppliances","numOfParkingFeatures","numOfPatioAndPorchFeatures","numOfSecurityFeatures","numOfWaterfrontFeatures","numOfWindowFeatures","numOfCommunityFeatures","lotSizeSqFt","livingAreaSqFt","avgSchoolDistance","avgSchoolRating","avgSchoolSize","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms","numOfStories"
"11712 Spotted Horse Dr","78759","11712 Spotted Horse Dr, Austin, TX 78759 is a single family home that contains 1,502 sq ft and was built in 1977. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $538,525. The Rent Zestimate for this home is $2,000/mo.",30.4117546081543,-97.7331466674805,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1977,485,2020-07-27,"7",2020,25,"0",4,2,2,1,0,1,0,8319,1502,2.5,6.66666666666667,1486,15,2,3,1
"12418 Deer Trak","78727","Privacy! Greenbelt view! Country quiet. Pool. Beautiful updated remodel. Move-in ready. Hidden executive neighborhood. Great schools! Backs to 40 ac quiet park/trails to current Apple campus. Deer/bird heaven. Great yard for kids/dogs. Big oaks/fruit trees. Sparkling stylish new bathrooms/marble vanities. Bright kitchen/unique custom granite. Crown molding, vaulted ceilings, solid doors. 395 sf detached office/game room w/covered porch. Live peaceful in the city!",30.4273300170898,-97.7329635620117,1.98,0,"FALSE","FALSE","FALSE","TRUE","Single Family",1974,595,2019-11-27,"11",2019,40,"0",1,1,1,0,0,0,0,16988.4,2470,3.1,6.66666666666667,1486,15,2,4,1
"11403 Blackmoor Dr","78759","Nice 4 bedroom one-story on a quiet street in Barrington Oaks. Large, mature trees compliment the well-maintained exterior. Open plan with flex-space off of entry that could be formal dining or second living area. Recently tiled kitchen and breakfast area.",30.4275226593018,-97.777229309082,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1981,229.9,2019-04-26,"4",2019,1,"0",0,1,0,0,0,0,0,8407,1903,1.16666666666667,9,1616,16,2,4,1
"13325 Black Canyon Dr","78729","Incredibly Rare opportunity for lovely 2 story home in Rattan Creek, Milwood. Great floor plan. Master suite on main floor and 2 bedrooms with 2nd living/loft upstairs. High and vaulted ceiling throughout the house. Spacious Kitchen which is open to living has breakfast area with a huge window. Plenty of light. Outstanding community amenities includes parks w/tennis, pools, community center, playscapes, hike/bike trails. Close to Shopping, Major employers & highways 183 and Mopac.",30.4533882141113,-97.7545394897461,2.21,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1993,283,2018-06-28,"6",2018,27,"0",3,2,0,0,0,0,0,4443,1779,1.1,5.66666666666667,1402,12,3,3,2
"11501 Juniper Ridge Dr","78759","11501 Juniper Ridge Dr, Austin, TX 78759 is a single family home that contains 1,799 sq ft and was built in 1984. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $561,979. The Rent Zestimate for this home is $2,500/mo.",30.421272277832,-97.7620239257812,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1984,459.9,2018-06-14,"6",2018,25,"0",5,1,0,0,0,0,0,10497,1799,3.33333333333333,7,1523,17,3,3,2
"12426 Deer Trak","78727","UNDER OPTION! The ""MODERN FARMHOUSE"" Perfected! You will LOVE every inch of this ""DWELL MAGAZINE"" worthy remodel situated on almost .6 acres on a private greenbelt! Nestled in one of ATX's most idealic & spacious wooded neighborhoods, you'll agree this LOCATION is a Commuter's Dream with easy, fast access to EVERYTHING, including 183, Mopac, and The Domain! This JUST completed home was taken down to the STUDS and rebuilt! NEW: Electrical, Roof, Foam Insulation, Drywall (with MUSEUM SMOOTH Texture!), Stunning Open Kitchen (with $$ INDUCTION Range and built-in ""French Door"" Refrigerator), $40K in Double-Hung Pella Wood Windows, Spa-Style Double-Shower in Primary Bathroom, Gorgeous Modern Tile Throughout, Solid Core 2-Panel Modern Doors, High-End Finishes and Hardware, Dimmable Canned Lighting, FRP Lined Garage Walls, New 18'x20' Shop (with separate electrical sub-panel), absolutely delicious Sherwin-Williams Paint choices, Hidden HDMI Cable TV Wiring for Wall-Mounted Televisions, Hi-Speed Internet Wiring, Stunning Spacious Laundry Room with Beautiful Sink and Faucet, Wood Wrapped Door and Window Trim (including high baseboards), and SO MUCH MORE! This Best Kept Secret Neighborhood is like living in Country, but IN TOWN, and close to MoPac, 183, Hospitals, Shopping, Restaurants, The Domain, Balcones Quarry Lake, and EVERYTHING else you'll ever need! Plus, PLENTY of room on this double wide lot to add RV Parking!",30.4262962341309,-97.7320327758789,1.98,5,"FALSE","TRUE","TRUE","TRUE","Single Family",1972,724.9,2020-10-06,"10",2020,79,"1",5,2,4,4,0,0,0,25264.8,2363,3.03333333333333,6.66666666666667,1486,15,3,5,2
"11506 Autumn Ridge Dr","78759","Meticulously maintained home with many amenities. Theater includes 105"" screen, surround sound, motorized curtains, reclining loveseats. House wired for sound. Triple-paned windows, beautiful oak wood floors, new carpet upstairs. Master bedroom has motorized blinds, his-n-her closets. Workshop added on slab, approx 306 sf w/water, electricity, a/c, double-paned windows, french doors leading to Hot Tub in deck in backyard w/new cover & speakers. Covered patio. Rain barrel in large backyard. Quiet street.",30.422061920166,-97.7616958618164,1.98,4,"FALSE","TRUE","TRUE","FALSE","Single Family",1983,520,2020-02-04,"2",2020,29,"0",5,2,0,0,0,0,0,9757,2420,3.36666666666667,7,1523,17,3,3,2
"11725 Santa Cruz Dr","78759","11725 Santa Cruz Dr, Austin, TX 78759 is a single family home that contains 2,113 sq ft and was built in 1976. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $484,731. The Rent Zestimate for this home is $2,100/mo.",30.4125118255615,-97.7329788208008,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1976,460,2020-07-24,"7",2020,50,"0",4,2,1,0,0,0,0,8232,2113,2.5,6.66666666666667,1486,15,2,3,1
"6507 Woodcrest Dr","78759","Beautifully renovated 4/2 with new wood laminate floors, new windows, updated kitchen/bathrooms, new fixtures & more. Large owner's suite w/ sitting area boasts a walk-in closet, remodeled bathroom, new floors & french doors.  Kitchen has natural light, SS, Quartz counters & decorative back splash.  Open living living room w/` fireplace & vaulted ceilings. 4th bed is perfect for an office.  Corner lot, 2 car garage, covered back deck, large yard.  Offers rcv'd after 5pm 7.3.20 will be reviewed 7.6.20.",30.4240226745606,-97.7609024047852,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1974,450,2020-08-05,"8",2020,52,"0",2,2,1,1,0,2,0,9888,1625,1.73333333333333,8.33333333333333,1638,16,2,4,1
"12006 W Cow Path","78727","Country Sized .7-Acre Lot with All the City Amenities! Near Tech Companies (Apple), major hwys, & several parks. The sun-filled 2725sf floorplan offers everything you'd want & more; THREE living areas, laminate wood/tile floors, & cathedral ceilings, stone fireplace, & built-in shelving in the family rm. The bright entertainer's kitchen boasts granite counters, recessed lighting, & SS dble oven. W/its arbor covered patio, firepit, & large deck, outdoor relaxing will be a favorite on this HUGE backyard!",30.4225616455078,-97.7417984008789,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1971,595,2020-06-19,"6",2020,32,"0",4,0,4,1,0,1,0,32234.4,2773,2.56666666666667,6,1474,15,3,4,1
"12901 Muldoon Dr","78729","This quality built, Milwood home has beautiful curb appeal and is located on a partial culdesac. Features include 4 bedrooms (all upstairs), 2 living areas, master with walk-in closet, double vanities, separate shower, & garden tub, living room with high ceilings, fireplace with mantel, ceiling fans, 2 inch faux wood blinds, open kitchen to family room, new refrigerator (1 year old), washer and dryer, solar screens, Hardi exterior siding, huge backyard deck with hot tub and covered area, large yard with beautiful oaks, sprinkler system, storage shed, gutters, full garage mat & insulated garage doors.  Great Round Rock ISD schools!  Ratan Creek Park is only 1/2 mile away and includes community pool, tennis, play ground, trails and picnic area.",30.4440212249756,-97.7547454833984,2.21,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1986,315,2018-08-23,"8",2018,25,"0",5,2,0,0,0,0,0,8537,2162,0.966666666666667,6,1343,13,3,4,2
"4403 Flagstaff Dr","78759","Oh what a charming home! Walking through the front door makes you want to kick off your shoes, pour a glass of wine, and take in the shaded backyard. Only 2.2 miles from the Domain, imagine a 15-minute bike ride to meet friends for coffee.  This classic, beautifully maintained Balcones Wood's home features hardwood floors, white kitchen cabinetry, and an updated Master Bath spa like setting.  The home lives large on a spacious lot.  (People who move to Balcones Woods never leave.) Easy breezy to show.",30.4075450897217,-97.735710144043,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",1979,496.9,2019-04-23,"4",2019,33,"0",2,1,0,0,0,0,0,10454,2111,2.36666666666667,6.66666666666667,1486,15,3,4,2
"12313 Wycliff Ln","78727","12313 Wycliff Ln, Austin, TX 78727 is a single family home that contains 1,850 sq ft and was built in 1983. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $546,437. The Rent Zestimate for this home is $2,250/mo.",30.4220561981201,-97.7249984741211,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1983,419.9,2018-10-19,"10",2018,1,"0",0,1,0,0,0,0,0,6969,1850,2.83333333333333,6.66666666666667,1486,15,3,4,2
"7002 Riverton Dr","78729","Beautifully updated home in desirable Rattan Creek that seamlessly blends comfort and convenience for everyday living and entertaining! Brand new roof, quartz countertops, walk-in master shower, new flooring throughout downstairs, recessed lighting in kitchen, and interior/exterior paint. HVAC replaced in 2016. Quiet street and private backyard. Close proximity to new Apple Campus, Domain, future MLS Stadium, and more!",30.4452533721924,-97.7523498535156,2.21,0,"TRUE","FALSE","FALSE","FALSE","Single Family",1986,299,2019-06-21,"6",2019,31,"0",5,2,0,0,0,0,0,6577,1518,0.9,6,1343,13,2,3,2
"11316 Alhambra Dr","78759","Uniquely designed four-bedroom home in sought-after Balcones Woods neighborhood, featuring upper level living and open living concept. Kitchen, bar, breakfast nook, and dining overlook the spacious back yard. Both front and back yards are spacious with beautiful, tall trees providing wonderful yearound shade and coverage. Master bedroom suite features two walk-in closets and an open vanity. New:
• granite and quartz countertops, 
• carpet, 
• laminate flooring,  
• lighting throughout, 
• HVAC system, 
• water heater, 
• kitchen appliances,
• stand-up shower in master. 
Roof replaced in 2015. Great private spot to live and raise a family on the outskirts of town, yet conveniently located between 183 and Mopac, high-tech employers, hospital, shopping, food and entertainment. Children attend exemplerary rated elementary, International Baccalaurette middle, and award-winning high schools. Nearby private park, pool, and tennis courts.",30.4067859649658,-97.7380905151367,1.98,2,"TRUE","TRUE","FALSE","FALSE","Single Family",1977,469.9,2019-03-07,"3",2019,33,"0",4,2,0,0,0,0,0,8624,2133,2.36666666666667,6.66666666666667,1486,15,3,4,2
"5923 Richard Carlton Blvd","78727","Very cute and comfortable small house located very close to Apple, The Domain, Parmer and Mopac.
Beautiful $60,000 renovation inside.  New hardwood floors, new kitchen, granite counters, new appliances, new bathrooms, new AC with Nest Thermostat etc. - 2 bedrooms, 1.5 baths, 1 car garage. Park and walking trails located across the street. Outside still needs updating, paint, deck, etc. 
The roof is almost new. Walking distance to HEB grocery store and to banks, Starbucks, bars, restaurants, within in 1 mile. 
Very convenient and affordable for a great Austin lifestyle!
",30.4399547576904,-97.7426071166992,1.98,1,"TRUE","TRUE","FALSE","TRUE","Single Family",1985,235,2019-08-20,"8",2019,56,"0",7,2,1,1,0,0,0,3746,778,2.3,7.66666666666667,1518,16,2,2,1
"6009 Richard Carlton Blvd","78727","Newly Renovated and Furnished Garden Home with small yard, Double Garage and Driveway. 

Nice open and bright layout with new Kitchen and Bathrooms. One of bedrooms can be used as an office. Laundry machines are in unit as well as new appliances in the Kitchen.

Quiet neighborhood with a large park across the street, walk to HEB, Apple and several stores and Restaurants. Short drive to Domain area with shops and attractions. Easy access to Mopac, Parmer, and McNeil.

Includes utilities, internet, streaming equipment, and lawn care. Pet Fees, and Cleaning Fees charged separate. Minimum 60 day stays and option to extend.

Property Rental Rate will be adjusted for stay less than 3 months.",30.43971824646,-97.7432861328125,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",1984,309,2019-03-01,"3",2019,22,"0",2,2,0,0,0,0,0,3571,1089,2.26666666666667,7.66666666666667,1518,16,2,3,1
"4401 Malaga Dr","78759","When you think of home, this is it! Great floor plan, ready to move into updated home in a sweet neighborhood. Newer windows, exterior doors, paint, hardwoods & tile make this home fresh & inviting. The layout lives big for a family and the neighborhood amenities: pool, clubhouse, parks, & proximity to the Quarries are all so desirable. Best of all, the backyard is lush, green & private, beautifully landscaped & the covered porch helps you enjoy it all. Close to all the stores, eateries, & major arteries.",30.4066734313965,-97.7364883422852,1.98,0,"TRUE","FALSE","FALSE","FALSE","Single Family",1979,495,2018-05-29,"5",2018,39,"0",3,1,0,0,0,0,0,8973,2016,2.36666666666667,6.66666666666667,1486,15,3,4,2
"11501 Oak Knoll Dr","78759","Beautifully maintained home w/ sparkling pool just in time for Summer*Hand scraped Maple wood flrs thru main living areas on 1st level*Vaulted living room ceiling & views along back wall to fabulous pool*Energy efficient double pane windows*Updated kit w/ quartz countertops & ample views to back*Guest bath remodeled to studs w/ new vanity, tile flrs & classic white subway tub surround*Private 2nd story retreat (3rd bed) w/ half bath*Award winning schools on corner lot & close proximity 2 major employers",30.4210376739502,-97.7628021240234,1.98,0,"FALSE","FALSE","FALSE","FALSE","Single Family",1976,420,2019-07-09,"7",2019,23,"0",4,1,1,0,0,0,0,9060,1507,1.63333333333333,8.33333333333333,1638,16,3,3,2
"5803 Avery Island Ave","78727","**Please give 2 hour notice to show** MOTIVATED SELLER Remodeled both bathrooms, kitchen, deck, took off popcorn ceilings, added a cathedral look in living room, recessed LED lighting, re-stoned fireplace, all fences around the property, new AC - 6/17, new roof & windows - 10/16.  Easy access to 183 and MoPac with major employers close by - Dell, Apple, Amazon, Facebook, etc. and lets not forget about The Domain and New MLS Stadium. **WILL LOOK AT ALL OFFERS**",30.4332962036133,-97.7427749633789,1.98,2,"FALSE","TRUE","FALSE","FALSE","Single Family",1985,379.5,2020-07-08,"7",2020,24,"0",3,2,2,1,0,0,0,6534,1397,1.83829565864985,5.77869409033186,1237,15,2,4,1
"10648 Floral Park Dr","78759","10648 Floral Park Dr, Austin, TX 78759 is a single family home that contains 2,546 sq ft and was built in 1987. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $713,212. The Rent Zestimate for this home is $2,800/mo.",30.4073867797852,-97.7560043334961,1.98,4,"FALSE","TRUE","FALSE","FALSE","Single Family",1987,695,2021-01-08,"1",2021,30,"0",3,2,2,5,0,0,0,13068,2546,2.43333333333333,7,1523,17,3,4,2
